Argentina, Cordoba, Cordoba, 1433991600000, 8.21, 27.86, 1001.88, 9.21347, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 8.5, 67.87, 994.375, 1.79039, NORTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 8.15, 68.25, 994.375, 2.27319, NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 7.86, 70.22, 993.125, 2.49448, NOROESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 7.58, 70.45, 995.0, 1.66969, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 7.23, 71.1, 995.0, 2.47436, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.89, 73.6, 995.0, 2.9974, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.98, 74.33, 994.375, 0.683969, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.88, 75.13, 995.625, 0.100584, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.97, 74.44, 995.0, 1.85074, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.62, 74.87, 996.875, 2.69564, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.47, 75.41, 996.25, 0.784553, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.4, 77.12, 995.625, 1.91109, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.5, 77.23, 995.625, 2.39389, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.73, 77.14, 996.25, 3.19856, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.83, 76.77, 995.625, 2.55483, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.81, 76.11, 996.25, 2.07203, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.51, 77.99, 996.25, 4.2044, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.37, 78.48, 995.625, 4.84814, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.18, 78.5, 995.625, 4.4458, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434855600000, 6.25, 79.84, 995.625, 4.96884, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.31, 79.62, 996.25, 4.76767, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.33, 79.5, 995.625, 5.83386, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.2, 79.06, 997.5, 4.98895, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.28, 79.36, 997.5, 5.97467, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.39, 78.93, 997.5, 6.01491, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.38, 79.14, 995.625, 5.02919, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.47, 79.56, 996.25, 5.69304, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.39, 79.24, 997.5, 4.16417, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.33, 79.64, 997.5, 3.68137, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.23, 80.17, 996.25, 3.94288, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.24, 80.01, 996.25, 3.78195, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.42, 80.33, 998.125, 5.12977, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.75, 79.18, 998.125, 6.37701, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.81, 79.95, 996.875, 5.93444, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.91, 79.68, 996.875, 4.48604, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.1, 78.79, 997.5, 4.8079, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.01, 78.89, 996.875, 5.39129, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.14, 78.21, 996.875, 5.23035, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.99, 78.14, 997.5, 4.22452, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.72, 79.07, 997.5, 5.33094, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.56, 78.79, 996.875, 4.72744, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.26, 78.98, 997.5, 3.54055, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.15, 79.42, 996.25, 3.50031, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.96, 79.63, 998.75, 1.46852, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.0, 79.9, 996.25, 0.724203, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.87, 80.41, 997.5, 1.64957, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.98, 80.47, 996.25, 1.24724, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.2, 80.89, 996.875, 6.61841, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.41, 79.74, 997.5, 8.14728, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.58, 78.43, 998.125, 7.70472, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.41, 79.51, 999.375, 5.61257, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.24, 79.36, 998.125, 5.10965, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.96, 80.01, 998.125, 5.37117, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.6, 81.26, 998.75, 5.43152, OESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.4, 81.68, 999.375, 4.06358, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.29, 81.92, 998.75, 2.07203, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.19, 82.8, 998.125, 2.43413, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.16, 82.68, 998.125, 1.91109, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.11, 83.95, 998.125, 4.28487, OESTE SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.05, 83.67, 998.125, 2.81634, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.97, 83.05, 998.125, 2.85658, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.94, 83.25, 998.125, 2.9974, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.88, 83.3, 1000.0, 3.7216, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.0, 83.91, 1000.0, 3.29915, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.08, 82.94, 1001.25, 3.963, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.96, 83.47, 1000.0, 4.16417, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.63, 82.17, 1000.62, 3.33938, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.28, 83.61, 1000.0, 2.93705, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.29, 85.36, 1000.62, 4.9286, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 3.97, 85.87, 1000.62, 3.92277, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.3, 86.54, 1000.62, 6.53794, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.45, 86.05, 1000.62, 6.21608, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.74, 86.0, 1001.25, 6.47759, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 4.91, 85.72, 1001.25, 6.92016, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.18, 85.67, 1001.25, 8.26798, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.7, 84.49, 1000.0, 10.4205, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.34, 83.23, 1000.62, 10.5613, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.41, 78.0, 1001.88, 12.573, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.03, 74.05, 1000.62, 14.645, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.35, 72.27, 1002.5, 15.4497, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.7, 70.44, 1001.88, 17.5619, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.07, 69.45, 1003.12, 15.7916, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.56, 69.27, 1003.75, 13.961, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 10.32, 66.59, 1001.88, 14.4036, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 11.16, 63.2, 1002.5, 14.5243, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.08, 60.0, 1001.88, 14.7858, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.63, 58.28, 1002.5, 16.878, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.31, 56.09, 1001.88, 16.5159, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.44, 54.38, 1002.5, 17.8234, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.66, 53.75, 1002.5, 17.2803, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.77, 53.95, 1003.75, 14.9266, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.86, 54.03, 1003.75, 16.2141, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.25, 52.66, 1002.5, 17.4613, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.44, 51.12, 1003.75, 18.5074, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.74, 50.36, 1001.88, 17.7027, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.08, 48.77, 1003.12, 18.2258, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.49, 48.27, 1001.25, 16.6366, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.33, 48.14, 1001.88, 17.059, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.67, 47.29, 1002.5, 18.1654, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.02, 46.27, 1003.12, 18.5476, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.32, 44.85, 1002.5, 17.3406, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.56, 44.31, 1001.88, 16.3549, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.58, 43.8, 1001.25, 15.6307, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.8, 43.46, 1001.25, 17.059, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.58, 43.0, 1001.88, 16.4555, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.48, 43.96, 1003.12, 13.2771, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.43, 44.34, 1001.25, 14.4639, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.37, 44.45, 1001.88, 16.194, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.44, 44.3, 1002.5, 15.9526, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.36, 43.79, 1003.12, 15.6106, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.28, 43.46, 1001.88, 16.033, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.25, 43.05, 1001.88, 16.3952, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.18, 43.04, 1001.88, 15.2485, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.1, 41.91, 1001.88, 16.1739, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.13, 41.55, 1001.88, 15.2083, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.18, 40.39, 1003.12, 15.5301, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.16, 40.08, 1002.5, 15.5704, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.1, 38.77, 1001.25, 16.1135, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.12, 38.79, 1002.5, 14.826, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 16.06, 37.91, 1002.5, 15.7112, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.98, 36.32, 1002.5, 18.1252, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.93, 35.66, 1001.88, 16.2543, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.87, 34.66, 1001.88, 15.9123, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.8, 33.91, 1001.25, 13.8202, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.71, 34.76, 1002.5, 12.2511, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.63, 34.28, 1003.12, 11.7683, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.55, 34.16, 1002.5, 10.4808, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.4, 32.16, 1001.88, 13.5989, SUDESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 15.21, 32.3, 1003.75, 13.78, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.96, 31.96, 1003.12, 13.2569, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.72, 32.47, 1003.75, 11.5872, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.5, 33.13, 1003.12, 12.573, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 14.23, 33.68, 1003.75, 11.9493, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.99, 34.34, 1004.38, 11.9292, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.71, 34.88, 1003.75, 12.7741, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.45, 36.58, 1003.75, 15.6911, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 13.15, 38.0, 1004.38, 15.7916, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.84, 38.99, 1005.0, 16.1537, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.54, 40.46, 1006.25, 16.6366, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.26, 41.09, 1004.38, 17.9643, SUDESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 12.0, 42.0, 1004.38, 15.9526, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 11.67, 42.96, 1007.5, 14.1018, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 11.29, 43.88, 1006.25, 14.9065, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 10.89, 44.79, 1005.62, 14.5243, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 10.5, 45.99, 1006.88, 12.4322, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 10.18, 46.93, 1006.25, 14.0616, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.9, 47.94, 1008.75, 13.1966, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.73, 47.91, 1006.88, 13.9409, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.59, 48.32, 1008.12, 13.1765, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.46, 48.64, 1007.5, 13.1161, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 9.19, 49.06, 1006.25, 12.2511, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.79, 50.09, 1008.12, 9.87732, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.41, 51.14, 1007.5, 9.95779, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 8.02, 52.03, 1007.5, 9.47499, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.71, 52.68, 1007.5, 10.9435, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.51, 53.35, 1007.5, 10.3199, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 7.26, 54.08, 1008.12, 9.69627, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.88, 55.16, 1008.75, 9.07265, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.56, 56.01, 1007.5, 9.133, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 6.27, 57.0, 1009.38, 8.87149, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.98, 57.97, 1008.75, 8.18752, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.68, 58.97, 1008.12, 7.62425, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.5, 59.61, 1008.12, 8.08693, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1434942000000, 5.34, 59.86, 1010.0, 8.06682, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 5.13, 60.25, 1007.5, 9.25371, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 5.0, 61.2, 1009.38, 7.926, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.87, 61.02, 1010.0, 8.30822, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.69, 61.51, 1007.5, 10.3199, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.6, 61.54, 1010.0, 9.79686, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.45, 62.34, 1009.38, 7.64436, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.4, 63.59, 1008.75, 8.79102, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.45, 63.43, 1009.38, 8.26798, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.08, 64.42, 1008.75, 6.35689, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 3.98, 64.93, 1008.75, 7.18168, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.18, 64.03, 1009.38, 8.58985, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 4.27, 63.06, 1010.62, 7.28226, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 3.93, 63.75, 1008.12, 5.19012, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 3.4, 66.14, 1010.0, 5.43152, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 3.03, 67.23, 1009.38, 5.31082, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.47, 69.15, 1008.12, 5.29071, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.1, 69.66, 1010.62, 4.66709, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 1.82, 71.63, 1009.38, 4.84814, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 1.85, 72.77, 1009.38, 6.21608, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.1, 72.15, 1009.38, 6.19596, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.28, 71.35, 1008.12, 6.43736, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.45, 70.09, 1008.12, 6.51783, SUDOESTE SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.83, 67.61, 1008.75, 8.71055, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.87, 66.26, 1009.38, 9.67616, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.78, 66.43, 1008.12, 8.83125, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.87, 65.39, 1008.75, 8.73067, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.83, 65.35, 1009.38, 8.60997, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.69, 65.36, 1009.38, 7.14145, SUR, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 2.03, 67.9, 1009.38, 5.63269, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 1.57, 68.39, 1010.62, 3.4802, SUDOESTE, Asociaci󮠃ivil de Producrores
Argentina, Cordoba, Cordoba, 1435028400000, 1.17, 70.83, 1009.38, 1.36794, SUDOESTE, Asociaci󮠃ivil de Producrores
